epoch,loss_avg,loss_value,reconstruction_loss_avg,reconstruction_loss_val,distillation_loss_avg,distillation_loss_val,batch_time_avg,batch_time_val,memory_used,grad_norm_avg,grad_norm_val,learning_rate,epoch_time
0,-0.5515624440360536,-0.707566499710083,0.3672491564436991,0.2545735538005829,-0.9188116003951772,-0.9621400833129883,0.405221983195605,0.39557361602783203,17806.20361328125,nan,8.47118091583252,5.208057044122803e-06,8091.100507259369
1,-0.72228110851532,-0.7407774329185486,0.24218071053557316,0.2295054942369461,-0.9644618191023872,-0.9702829122543335,0.40162938202472864,0.4031364917755127,17869.94677734375,nan,2.5588977336883545,1.0183057044122802e-05,8019.358470916748
2,-0.7472553808025099,-0.7487950325012207,0.22281819926099533,0.22519105672836304,-0.9700735800194742,-0.9739860892295837,0.4023042307622671,0.40048861503601074,17871.64892578125,nan,2.127086877822876,1.5158057044122802e-05,8032.833474159241
3,-0.7597519290663958,-0.7405446767807007,0.21465057016565306,0.238276869058609,-0.9744024993738438,-0.9788215160369873,0.4023595206839133,0.394789457321167,17871.64892578125,nan,2.407386302947998,2.01330570441228e-05,8033.93683886528
4,-0.7697665137897635,-0.7621273994445801,0.20832597896909716,0.21895970404148102,-0.9780924928237877,-0.9810870885848999,0.40234692958704354,0.4030270576477051,17874.88427734375,nan,0.8499047756195068,2.5108057044122804e-05,8033.687867164612
5,-0.778670896103847,-0.7696794867515564,0.20235293526442186,0.21296937763690948,-0.9810238314145387,-0.9826488494873047,0.4021735704314722,0.396040678024292,17877.63427734375,nan,1.224016785621643,3.0083057044122802e-05,8030.228053331375
6,-0.7856723491917592,-0.7837299108505249,0.19764617291134218,0.19935858249664307,-0.9833185223374362,-0.983088493347168,0.4022702982114397,0.39178991317749023,17877.63427734375,nan,0.6762848496437073,3.5058057044122805e-05,8032.159401655197
7,-0.7913808963143211,-0.8266023993492126,0.1936998500507309,0.1598520129919052,-0.985080746347141,-0.986454427242279,0.40281272945880725,0.3958902359008789,17877.63427734375,nan,0.808614194393158,4.0033057044122804e-05,8042.990515947342
8,-0.7962894847738479,-0.8331657648086548,0.190215874906056,0.15335999429225922,-0.9865053595440791,-0.9865257740020752,0.4014073771444601,0.39566707611083984,17877.63427734375,nan,0.4255521595478058,4.50080570441228e-05,8014.927218675613
9,-0.8008022125837064,-0.8098250031471252,0.18692745650668957,0.17958314716815948,-0.987729669175473,-0.9894081354141235,0.40617348434105116,0.40160250663757324,17791.5185546875,nan,0.9260250926017761,4.99830570441228e-05,8110.128835678101
10,-0.8049203964790692,-0.823138952255249,0.18390642703713858,0.16560512781143188,-0.988826823573672,-0.9887440800666809,0.40189659796689137,0.3988685607910156,17858.357421875,nan,0.6131061315536499,4.859677887756349e-05,8024.721395492554
11,-0.8083321132519968,-0.7970805168151855,0.18138855791100278,0.19343772530555725,-0.9897206715107705,-0.9905182123184204,0.39087359058771587,0.38373589515686035,17872.87109375,nan,0.422728568315506,4.8333126828534253e-05,7804.633775949478
12,-0.8113240289713186,-0.8136429786682129,0.17908980742917072,0.17608022689819336,-0.9904138362777247,-0.9897232055664062,0.40219403331768244,0.3927266597747803,17873.55615234375,nan,0.6921032667160034,4.804768139945346e-05,8030.663066864014
13,-0.813944164365224,-0.8211290836334229,0.17704233563975602,0.17073892056941986,-0.9909864999967709,-0.9918680191040039,0.40139768803884457,0.39389944076538086,17875.74658203125,nan,0.967819094657898,4.774072429049738e-05,8014.761496067047
14,-0.8160511952507578,-0.8051357865333557,0.17540482937111998,0.18613801896572113,-0.991456024581205,-0.991273820400238,0.38851496832643123,0.38550662994384766,17875.74658203125,nan,0.685852587223053,4.741255843127315e-05,7757.543185710907
15,-0.8178059217352749,-0.8293616771697998,0.174042297948008,0.16304460167884827,-0.991848219624326,-0.9924062490463257,0.3949391725586682,0.4049708843231201,17875.74658203125,nan,0.5398494005203247,4.706350768186391e-05,7885.805028915405
15,-0.8177948228650311,-0.8291704654693604,0.174050287461522,0.163559228181839,-0.9918451102481928,-0.992729663848877,0.39659046528544406,0.38421154022216797,17792.69091796875,nan,0.2925952970981598,4.706350768186391e-05,7918.784157276154
16,-0.819323204888742,-0.8428394794464111,0.17285004917427912,0.1497107595205307,-0.9921732539734663,-0.992550253868103,0.3931956914738481,0.37812113761901855,17872.68212890625,nan,0.3682183623313904,4.6693916513217894e-05,7850.992580652237
17,-0.8207142325176487,-0.8225811123847961,0.17173888835435266,0.16947048902511597,-0.9924531209096891,-0.9920516014099121,0.39274802309203327,0.38598060607910156,17872.68212890625,nan,0.400374174118042,4.630414966719729e-05,7842.0547885894775
18,-0.8219226856239331,-0.8248451948165894,0.17077882429248564,0.16827844083309174,-0.9927015099544796,-0.9931236505508423,0.3905080700336188,0.3839700222015381,17872.68212890625,nan,0.41990864276885986,4.589459179662199e-05,7797.329630851746
19,-0.8229200362908426,-0.7903213500976562,0.16998693229473963,0.2028333693742752,-0.9929069684665491,-0.9931547045707703,0.3897926385779884,0.38567519187927246,17881.740234375,nan,0.3661251366138458,4.546564708566374e-05,7783.044732570648
20,-0.8238166672964808,-0.840729296207428,0.169280928282588,0.1521630734205246,-0.9930975956731013,-0.9928923845291138,0.3909521024574734,0.3940262794494629,17881.740234375,nan,0.5321740508079529,4.501773885096512e-05,7806.196438550949
21,-0.8246852151111829,-0.8042315244674683,0.16858015781616528,0.1895948350429535,-0.9932653726195038,-0.9938263893127441,0.3871927294905712,0.3840951919555664,17881.740234375,nan,0.3858969211578369,4.455130912387717e-05,7731.131928682327
