epoch,loss_avg,loss_value,reconstruction_loss_avg,reconstruction_loss_val,distillation_loss_avg,distillation_loss_val,batch_time_avg,batch_time_val,memory_used,epoch_time
0,-0.717857451799577,-0.7274813055992126,0.23760774977949606,0.2326938360929489,-0.9554652025002296,-0.9601751565933228,0.20224078060431425,0.2901914119720459,17806.20361328125,331.8786287307739
1,-0.7414552693031539,-0.7376222610473633,0.2214308702256247,0.22545626759529114,-0.9628861403491614,-0.9630785584449768,0.20246646057026624,0.0811154842376709,17869.94677734375,332.24900674819946
2,-0.7541868837410726,-0.7520930171012878,0.21339380698993152,0.21653765439987183,-0.9675806903403996,-0.9686306715011597,0.20250720196130578,0.08059120178222656,17871.64892578125,332.31599140167236
3,-0.7609424732113526,-0.7587565183639526,0.21117295067389544,0.21497364342212677,-0.9721154236408364,-0.9737301468849182,0.20289104599403507,0.08180427551269531,17871.64892578125,332.94588446617126
4,-0.7729133806866231,-0.7664540410041809,0.20314765546312694,0.21003957092761993,-0.9760610359189642,-0.9764935970306396,0.2031649636612078,0.08155131340026855,17874.88427734375,333.3953082561493
5,-0.7785913863591385,-0.7770143151283264,0.19986233421037217,0.20163708925247192,-0.9784537201743644,-0.9786514043807983,0.20312533881299602,0.08212709426879883,17877.63427734375,333.33048605918884
6,-0.7841031535805036,-0.7819877862930298,0.1971414057696206,0.2001577764749527,-0.9812445597642898,-0.9821455478668213,0.2005610659237245,0.08108901977539062,17877.63427734375,329.12242913246155
7,-0.787566137673108,-0.7866579294204712,0.19535796221875718,0.19787578284740448,-0.9829240997683819,-0.9845337271690369,0.20297008967123548,0.08218669891357422,17877.63427734375,333.07572865486145
8,-0.7919852743184139,-0.7879602313041687,0.19232147708618935,0.1979534775018692,-0.984306751355494,-0.9859136939048767,0.20239372358025756,0.08403277397155762,17877.63427734375,332.12990379333496
9,-0.7954129013962875,-0.7925263047218323,0.19038428222830142,0.1941894143819809,-0.9857971830923337,-0.9867157340049744,0.19254886573731064,0.3157491683959961,17791.5185546875,315.9744622707367
10,-0.7987684587805256,-0.792466402053833,0.18819503920079367,0.19496490061283112,-0.9869634979140421,-0.9874312877655029,0.1853312381079544,0.07112479209899902,17858.357421875,304.1304097175598
11,-0.8009172918488007,-0.7975438833236694,0.18713758701316888,0.19116553664207458,-0.9880548787183316,-0.9887093901634216,0.18538456454210206,0.06984353065490723,17872.87109375,304.21773052215576
12,-0.8031063158068417,-0.7976027727127075,0.1855000464688407,0.19176408648490906,-0.9886063629734335,-0.989366888999939,0.1803034665307063,0.06873083114624023,17873.55615234375,295.87965512275696
13,-0.8051152228389344,-0.7972232699394226,0.18408088331499092,0.19254745543003082,-0.9891961064409175,-0.9897707104682922,0.18178835836290805,0.0691230297088623,17875.74658203125,298.31654167175293
14,-0.8067051387429544,-0.8026137351989746,0.1829644170949248,0.18784527480602264,-0.9896695556371835,-0.9904590249061584,0.1856674915548507,0.07174253463745117,17875.74658203125,304.6822075843811
15,-0.807547468449001,-0.8028109073638916,0.18278126648269352,0.18756666779518127,-0.9903287346290897,-0.9903775453567505,0.19349068871799727,0.08084392547607422,17875.74658203125,317.52022409439087
15,-0.8078332681231487,-0.8044115304946899,0.18253607075198217,0.18755508959293365,-0.9903693384717523,-0.9919666051864624,0.17943802786483626,0.30144262313842773,17792.69091796875,294.45937728881836
16,-0.8096377890501483,-0.8005704879760742,0.18094109378252218,0.19045458734035492,-0.9905788823685439,-0.9910250902175903,0.17667134355873979,0.06915092468261719,17872.68212890625,289.91930985450745
17,-0.8107047636900954,-0.8058480024337769,0.18028127545946435,0.18666014075279236,-0.9909860394374034,-0.9925081133842468,0.18484312364925778,0.07205605506896973,17872.68212890625,303.3292450904846
18,-0.8113515172749483,-0.8042232990264893,0.1798815512659777,0.18720923364162445,-0.9912330682902692,-0.9914325475692749,0.17795913906666944,0.06800532341003418,17872.68212890625,292.03254437446594
19,-0.8122386277622389,-0.8033087849617004,0.1792368920282172,0.18834058940410614,-0.9914755196851405,-0.9916493892669678,0.17769363055790002,0.06955671310424805,17881.740234375,291.59690523147583
20,-0.8128750288720162,-0.8076872229576111,0.1787663907604096,0.184622123837471,-0.9916414186113472,-0.9923093318939209,0.17782817709235285,0.06849098205566406,17881.740234375,291.8178143501282
21,-0.8133961437072933,-0.8077775835990906,0.1784902881234308,0.18450850248336792,-0.9918864319215623,-0.9922860860824585,0.1778230558147814,0.06890082359313965,17881.740234375,291.80936074256897
22,-0.8141206924551461,-0.8067545294761658,0.17777748824442172,0.1857898235321045,-0.9918981813853965,-0.9925443530082703,0.1778108280363205,0.06873011589050293,17881.740234375,291.78944182395935
23,-0.8140219909842814,-0.8070178031921387,0.17809361500720794,0.18596211075782776,-0.9921156061385338,-0.992979884147644,0.1799432961116979,0.07115817070007324,17881.740234375,295.2887420654297
24,-0.8155191974254921,-0.808158278465271,0.1769513441051197,0.1852225363254547,-0.9924705410872076,-0.9933807849884033,0.18047612836490237,0.06995201110839844,17881.740234375,296.16317892074585
25,-0.8156746020486128,-0.8055562973022461,0.17682517294695874,0.18570372462272644,-0.9924997744749549,-0.9912599921226501,0.17871363914136404,0.06915020942687988,17881.740234375,293.2708444595337
26,-0.8165262434801553,-0.806583046913147,0.17610989449839157,0.18636322021484375,-0.9926361378286638,-0.9929462671279907,0.17980099000413557,0.06889057159423828,17881.740234375,295.0552246570587
27,-0.8165259920626244,-0.8085230588912964,0.1762223631728909,0.18502116203308105,-0.9927483546814021,-0.9935442209243774,0.17922175359173856,0.06733489036560059,17881.740234375,294.1046516895294
