epoch,train_loss,val_loss_avg,val_loss_temp,val_loss_spa,val_loss_temp_spa
22,-0.7543361061395615,-0.7780202724428732,-0.7832607777763225,-0.7665776830250388,-0.7842223565272581
23,-0.7549845364638631,-0.7787322141508266,-0.7839383207057318,-0.7672857758179268,-0.784972545928821
24,-0.7556664143135463,-0.7793845148569652,-0.7845681752831642,-0.7679030760335628,-0.7856822932541685
25,-0.7563249564626969,-0.7799142091050782,-0.7850039802805199,-0.7687186747798996,-0.7860199722548151
26,-0.7568992430299166,-0.7805545726998794,-0.7857359375054467,-0.7692826511507191,-0.786645129443472
27,-0.7574228674909197,-0.7804171486304718,-0.7854471850356142,-0.7694527658068894,-0.7863514950489118
28,-0.7580164918383939,-0.7812132103535143,-0.7860523839512666,-0.7703397114338786,-0.7872475356753974
29,-0.7585346877512232,-0.7816346685321296,-0.7866488729947053,-0.7707864200748828,-0.7874687125268007
30,-0.7590074187622542,-0.7817321523979359,-0.7867136670383434,-0.770909212715407,-0.7875735774400574
31,-0.7594722589505789,-0.7826087336392451,-0.7874725289787442,-0.7718401672553338,-0.7885135046836571
32,-0.7598912213927738,-0.7823698999725573,-0.7871891054307649,-0.7719081539345058,-0.7880124405524014
33,-0.7602530126430278,-0.7831121875569277,-0.7880569922647667,-0.7724238831665486,-0.7888556872394675
34,-0.7606313609990931,-0.7834298394951703,-0.7881762001406474,-0.7729146535346629,-0.7891986648102007
35,-0.7610231691896513,-0.7840243928172423,-0.7887447672472714,-0.7734026768906517,-0.789925734313804
36,-0.761359692849758,-0.7837896911523616,-0.7884613742129913,-0.7734277420976252,-0.7894799571464686
37,-0.7617117639159191,-0.7837983164608349,-0.7884211264846052,-0.7735043635435456,-0.7894694593543538
38,-0.7620661377894858,-0.7849044218862588,-0.789684976550471,-0.7744073889650855,-0.7906209001432194
39,-0.7624194331912313,-0.7848840170366799,-0.7895525084868472,-0.7745697337549786,-0.7905298088682138
40,-0.7626976386602947,-0.7849585927893412,-0.789614200335423,-0.7749365056510666,-0.7903250723815342
41,-0.7630200794237834,-0.7855920496371049,-0.7902318912130342,-0.7754678512126945,-0.7910764064855861
42,-0.7633208140336071,-0.7857528387865197,-0.7904703876575372,-0.7755113686928864,-0.7912767600091354
43,-0.7635759747654637,-0.7854969964665678,-0.7900246061486729,-0.7754793255526083,-0.7909870576984225
44,-0.7639144665341041,-0.7856104726366139,-0.7901776294723876,-0.775608551828979,-0.791045236608475
45,-0.7641540620862772,-0.7861036758541332,-0.790654164759232,-0.7759950206279337,-0.7916618421752339
46,-0.7643818012217393,-0.785987271807536,-0.7904437617847934,-0.7759476383253545,-0.7915704153124603
47,-0.7646719309511938,-0.7865492603923737,-0.7909466283287271,-0.7765333280797508,-0.792167824768643
48,-0.7649369503366706,-0.7864266638222102,-0.7908090212916814,-0.7766278545410032,-0.791843115633946
49,-0.7651833800701874,-0.7869843166860004,-0.7913735781240442,-0.7771600316544734,-0.7924193402794836
50,-0.7653765196541598,-0.7868935404651095,-0.7913038278803302,-0.7771970436272668,-0.7921797498877312
51,-0.7656316609586098,-0.7867141737003727,-0.7910883073441775,-0.7772087558594859,-0.7918454578974544
52,-0.7657991991192588,-0.7870797017698622,-0.7913935973794912,-0.7777656254675555,-0.7920798824625401
53,-0.7660586083992676,-0.787658046552497,-0.7920052736746096,-0.7781073801245076,-0.7928614858583742
54,-0.7662221610877464,-0.7876570922290713,-0.7920760623731024,-0.7780641339687502,-0.7928310803453616
55,-0.7664769724068885,-0.7880920634971199,-0.7923604413599308,-0.778672981432065,-0.793242767699364
56,-0.7667352182753976,-0.7880255132802395,-0.7922858825657468,-0.7785783497698587,-0.7932123075051132
57,-0.7668799286242831,-0.788092023266764,-0.7922874799436567,-0.7786498544052473,-0.7933387354513882
58,-0.7670708582541816,-0.7884653915923089,-0.7927046353831111,-0.7789436344185148,-0.7937479049753011
59,-0.7672030685296276,-0.7883316778449435,-0.7925584350272582,-0.7787908817255873,-0.7936457167819849
60,-0.7674242932030965,-0.7885917153430545,-0.7927836547877942,-0.779170447721513,-0.7938210435198564
61,-0.767613953200627,-0.78857010061876,-0.7926460998056003,-0.7795011540617075,-0.793563047988972
62,-0.7677852166202302,-0.7886712946949258,-0.7926830643255689,-0.7794776904200742,-0.7938531293391343
63,-0.7679618242961079,-0.7890592627433731,-0.793287062458513,-0.7797073800590555,-0.7941833457125511
64,-0.7681636015832851,-0.7891368630479695,-0.7933021352415237,-0.7799020944279476,-0.7942063594744369
65,-0.7682707146763139,-0.7891838723299553,-0.793379565124669,-0.7799317699732483,-0.7942402818919485
66,-0.7684059554868917,-0.7894412749799066,-0.7935039324897876,-0.7802880064296139,-0.7945318860203184
67,-0.768579682303447,-0.7891988518715509,-0.793355103475196,-0.7801151444893917,-0.794126307650065
68,-0.7687194090658025,-0.7898018395295453,-0.7939732598613017,-0.7805885197390044,-0.7948437389883299
69,-0.7688365302703446,-0.789788933388169,-0.7938021246920887,-0.7806719469761082,-0.7948927284963102
70,-0.7690188369049106,-0.789586420395857,-0.7936544419538567,-0.7805536762620852,-0.7945511429716288
71,-0.7691340790631005,-0.7899029435217556,-0.7940534079356231,-0.7809203745023436,-0.7947350481273001
72,-0.7692870385103402,-0.7901630264901791,-0.7939261526912306,-0.7812456121486541,-0.7953173146306526
73,-0.7693930166165412,-0.7900631256156249,-0.7942039215226129,-0.7810080463519891,-0.7949774089722725
74,-0.7695430839026512,-0.7901084058438475,-0.7940548140513537,-0.7811719436967249,-0.7950984597834636
75,-0.7696850944121802,-0.7900122330536076,-0.7941408839645987,-0.7812209626272342,-0.7946748525689901
76,-0.7697495399648858,-0.7904978134939739,-0.7945909929582546,-0.7815402501345838,-0.7953621973890831
77,-0.7698552737777172,-0.7902422224646733,-0.7943119590658919,-0.7813021223905072,-0.7951125859376207
78,-0.7700398852764626,-0.7901793840019994,-0.7940091146866043,-0.781623245684769,-0.794905791634625
79,-0.7700841379415209,-0.7906903596338242,-0.7948191145530888,-0.7816845809341806,-0.7955673834142031
80,-0.7702040991743977,-0.7906615968565452,-0.7945461563137658,-0.7818878079435014,-0.7955508263123685
81,-0.7702715639843093,-0.7907396840258077,-0.7947580388057726,-0.7819258830934973,-0.7955351301781532
82,-0.770361193978578,-0.7907449685120517,-0.7947549730016434,-0.7819768662821902,-0.7955030662523213
83,-0.7704376017240743,-0.7907922375246161,-0.7948404898633138,-0.7819819336092372,-0.7955542891012973
84,-0.770558872856112,-0.7907496746902284,-0.7948042378012647,-0.7820630756604804,-0.7953817106089399
85,-0.7706238191152972,-0.7909433363539574,-0.7948542961807579,-0.7820520817652831,-0.7959236311158313
86,-0.7706914608973008,-0.7908689203431237,-0.7947158863721463,-0.7821817334220745,-0.7957091412351505
87,-0.7707665811979927,-0.7910096443493652,-0.794854035210451,-0.7822841475141125,-0.795890750323532
88,-0.7708599630012088,-0.7911033507663444,-0.7949859292649833,-0.7823512074248611,-0.7959729156091888
89,-0.7708989845235902,-0.7910372775248923,-0.794848168652272,-0.7822531462045306,-0.7960105177178743
90,-0.7708971304301716,-0.7912454966900793,-0.7952595836953686,-0.7824216856343279,-0.7960552207405412
91,-0.7710454014662648,-0.7911103145893817,-0.7949841649649999,-0.7823567834149064,-0.7959899953882389
92,-0.7710079036400422,-0.791167260009264,-0.7950666927729032,-0.7825668883539453,-0.7958681989009435
93,-0.7710810865494737,-0.7912341465339586,-0.7950915082884065,-0.7826086659581802,-0.7960022653552895
94,-0.7710992214335469,-0.7911321504391956,-0.7949881269269446,-0.7824789975638996,-0.7959293268267426
95,-0.7711745245035072,-0.7914048354450265,-0.7953018764388715,-0.7827593454152131,-0.796153284480995
96,-0.7712270039379396,-0.7912915998229302,-0.7951603901594507,-0.782536088950078,-0.7961783203592618
97,-0.7711941658563939,-0.7914160550733121,-0.7953857792776606,-0.7827558715814089,-0.796106514360867
98,-0.7712459904427413,-0.7914716722658608,-0.795157840935344,-0.7827660158633496,-0.7964911599988888
99,-0.7712612554976499,-0.7913824473139774,-0.7951647380692201,-0.7827861591970455,-0.7961964446756667
